employee_id,genre,statut_marital,departement,poste,heure_supplementaires,domaine_etude,ayant_enfants,frequence_deplacement,age,revenu_mensuel,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,augementation_salaire_precedente,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,ratio_poste_entreprise,evolution_evaluation,satisfaction_globale,salaire_par_experience,duree_moyenne_poste,attrition_actual,dataset_type
1085,F,Célibataire,Consulting,Tech Lead,Non,Transformation Digitale,Y,Occasionnel,41,5003,6,80,8,2,2,4,3,2,3,2,3,3,0.14,0,6,1,7,2,2,1,0.6666666666666666,0,3.0,555.8888888888889,1.1428571428571428,0,train
1086,F,Marié(e),Consulting,Manager,Oui,Infra & Cloud,Y,Occasionnel,49,13966,2,80,30,15,11,3,2,4,3,2,3,3,0.19,1,3,1,6,1,2,12,0.6875,1,2.75,450.51612903225805,10.0,0,train
1087,M,Divorcé(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Y,Frequent,32,4668,0,80,9,8,7,4,1,2,4,4,4,3,0.17,3,2,1,9,2,0,7,0.7777777777777778,2,4.0,466.8,9.0,0,train
1088,M,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Frequent,43,5675,1,80,7,7,7,1,3,2,4,3,3,4,0.2,1,5,1,2,4,7,7,0.875,1,2.75,709.375,3.5,0,train
1089,M,Célibataire,Consulting,Consultant,Oui,Infra & Cloud,Y,Occasionnel,40,2166,3,80,10,4,2,1,3,1,1,2,1,3,0.14,0,3,1,7,3,0,3,0.4,0,1.25,196.9090909090909,2.5,1,train
1090,M,Célibataire,Commercial,Cadre Commercial,Non,Transformation Digitale,Y,Occasionnel,28,4908,1,80,4,4,2,1,3,2,4,2,3,3,0.14,0,3,1,5,4,0,2,0.4,0,2.5,981.6,2.0,0,train
1091,F,Marié(e),Consulting,Tech Lead,Non,Autre,Y,Occasionnel,36,5228,0,80,10,9,7,3,3,2,2,1,3,3,0.15,1,2,1,1,3,0,5,0.7,0,2.25,475.27272727272725,10.0,0,train
1092,M,Marié(e),Consulting,Consultant,Oui,Infra & Cloud,Y,Occasionnel,44,2818,2,80,10,3,2,1,4,1,4,3,2,4,0.24,1,2,1,8,4,0,2,0.5,0,2.5,256.1818181818182,3.3333333333333335,0,train
1093,M,Célibataire,Consulting,Consultant,Non,Infra & Cloud,Y,Occasionnel,36,2013,2,80,15,4,3,1,3,1,2,3,3,3,0.11,0,4,1,7,3,1,3,0.6,0,2.25,125.8125,5.0,0,train
1094,F,Divorcé(e),Consulting,Tech Lead,Non,Transformation Digitale,Y,Occasionnel,28,7655,0,80,10,9,7,4,3,3,2,2,2,3,0.17,3,3,1,3,3,1,7,0.7,0,2.5,695.9090909090909,10.0,0,train
1095,F,Célibataire,Commercial,Représentant Commercial,Non,Infra & Cloud,Y,Occasionnel,21,2716,1,80,1,1,0,3,4,1,2,4,3,3,0.15,0,0,1,12,3,0,0,0.0,-1,3.0,1358.0,0.5,1,train
1096,F,Divorcé(e),Ressources Humaines,Ressources Humaines,Non,Ressources Humaines,Y,Frequent,30,2180,6,80,6,4,2,3,2,1,4,3,2,3,0.11,1,0,1,8,3,1,2,0.4,1,3.0,311.42857142857144,0.8571428571428571,1,train
1097,M,Célibataire,Commercial,Cadre Commercial,Non,Entrepreunariat,Y,Occasionnel,26,5326,6,80,6,4,3,4,2,2,1,3,2,3,0.17,0,2,1,8,3,1,2,0.6,1,2.5,760.8571428571429,0.8571428571428571,1,train
1098,M,Marié(e),Consulting,Manager,Non,Infra & Cloud,Y,Aucun,40,4876,9,80,5,3,2,4,2,2,4,4,1,3,0.14,1,5,1,9,5,0,2,0.5,1,3.25,812.6666666666666,0.5,0,train
1099,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Y,Aucun,24,3162,0,80,6,5,2,1,2,1,4,4,2,3,0.17,0,2,1,4,1,3,4,0.3333333333333333,1,2.75,451.7142857142857,6.0,0,train
1100,M,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Y,Occasionnel,35,2859,1,80,6,6,4,2,2,1,3,1,3,3,0.18,0,3,1,1,3,0,4,0.5714285714285714,1,2.25,408.42857142857144,3.0,0,train
1101,M,Marié(e),Consulting,Assistant de Direction,Oui,Transformation Digitale,Y,Occasionnel,37,4284,5,80,16,5,3,4,3,2,1,3,3,4,0.22,1,2,1,7,4,0,4,0.5,1,2.75,252.0,2.6666666666666665,0,train
1102,M,Marié(e),Consulting,Manager,Oui,Transformation Digitale,Y,Frequent,26,4741,1,80,5,5,3,1,3,2,1,3,3,3,0.13,1,3,1,11,2,3,3,0.5,0,2.0,790.1666666666666,2.5,0,train
1103,M,Célibataire,Commercial,Cadre Commercial,Non,Transformation Digitale,Y,Occasionnel,46,9619,1,80,9,9,8,3,2,3,4,4,3,3,0.16,0,3,1,9,2,4,7,0.8,1,3.5,961.9,4.5,1,train
1104,M,Célibataire,Commercial,Cadre Commercial,Non,Transformation Digitale,Y,Occasionnel,28,8463,0,80,6,5,4,4,3,2,1,4,3,3,0.18,0,4,1,5,3,1,3,0.6666666666666666,0,3.0,1209.0,6.0,0,train
1105,F,Divorcé(e),Consulting,Consultant,Oui,Entrepreunariat,Y,Occasionnel,29,3339,3,80,10,7,7,2,3,1,3,1,3,3,0.13,2,2,1,7,3,7,7,0.875,0,2.25,303.54545454545456,2.5,1,train
1106,M,Célibataire,Consulting,Consultant,Non,Infra & Cloud,Y,Occasionnel,36,5810,1,80,10,10,4,1,2,2,4,3,2,3,0.16,0,2,1,4,4,1,8,0.36363636363636365,1,2.5,528.1818181818181,5.0,0,train
1107,M,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,30,2206,1,80,10,10,0,4,2,1,3,1,3,3,0.13,0,5,1,9,2,1,8,0.0,1,2.75,200.54545454545453,5.0,0,train
1108,M,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Frequent,29,2720,1,80,10,10,7,2,1,1,4,4,3,3,0.18,1,5,1,1,4,2,8,0.6363636363636364,2,3.25,247.27272727272728,5.0,0,train
1109,M,Divorcé(e),Consulting,Manager,Non,Infra & Cloud,Y,Occasionnel,29,6384,8,80,11,7,0,4,1,2,3,4,3,3,0.17,2,3,1,29,1,1,6,0.0,2,3.5,532.0,1.2222222222222223,0,train
1110,F,Marié(e),Commercial,Représentant Commercial,Oui,Infra & Cloud,Y,Occasionnel,34,2220,1,80,1,1,1,3,3,1,3,4,3,3,0.19,1,2,1,10,4,0,0,0.5,0,3.25,1110.0,0.5,0,train
1111,F,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Y,Occasionnel,32,6162,1,80,14,14,13,3,2,2,3,3,3,3,0.12,1,3,1,4,3,6,8,0.8666666666666667,1,3.0,410.8,7.0,0,train
1112,M,Divorcé(e),Ressources Humaines,Ressources Humaines,Oui,Entrepreunariat,Y,Occasionnel,42,2696,0,80,4,3,2,3,3,1,3,3,3,3,0.11,1,5,1,2,1,1,0,0.5,0,3.0,539.2,4.0,0,train
1113,M,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,30,3748,1,80,12,12,8,4,3,1,2,3,2,3,0.13,0,6,1,1,2,1,7,0.6153846153846154,0,2.75,288.3076923076923,6.0,0,train
1114,F,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,48,4051,2,80,14,9,7,2,3,2,4,1,3,3,0.14,1,2,1,2,5,6,7,0.7,0,2.5,270.06666666666666,4.666666666666667,0,train
1115,M,Célibataire,Consulting,Assistant de Direction,Oui,Infra & Cloud,Y,Occasionnel,38,3944,5,80,6,3,2,4,3,1,4,3,3,3,0.11,0,3,1,2,3,1,2,0.5,0,3.5,563.4285714285714,1.0,0,train
1116,M,Célibataire,Consulting,Consultant,Non,Entrepreunariat,Y,Occasionnel,32,2176,4,80,9,6,2,4,2,2,1,4,3,3,0.13,0,5,1,2,1,0,4,0.2857142857142857,1,3.0,217.6,1.8,0,train
1117,M,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,35,8020,0,80,12,11,9,3,3,3,2,3,2,3,0.15,2,3,1,16,3,6,9,0.75,0,2.5,616.9230769230769,12.0,0,train
1118,F,Divorcé(e),Ressources Humaines,Ressources Humaines,Oui,Infra & Cloud,Y,Occasionnel,44,3195,4,80,8,2,2,3,3,1,4,1,3,3,0.18,3,2,1,1,3,2,2,0.6666666666666666,0,2.75,355.0,1.6,0,train
1119,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,57,4900,0,80,13,12,9,2,4,2,3,1,2,4,0.24,1,2,1,1,2,2,8,0.6923076923076923,0,2.0,350.0,13.0,0,train
1120,M,Marié(e),Consulting,Assistant de Direction,Oui,Transformation Digitale,Y,Occasionnel,34,2932,0,80,6,5,0,4,4,1,4,1,3,3,0.14,3,3,1,2,4,1,2,0.0,-1,3.0,418.85714285714283,6.0,0,train
1121,F,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,49,7654,1,80,9,9,8,3,3,3,4,1,4,3,0.18,2,3,1,11,3,7,7,0.8,0,3.0,765.4,4.5,1,train
1122,F,Divorcé(e),Consulting,Assistant de Direction,Oui,Transformation Digitale,Y,Aucun,38,5329,7,80,17,13,11,2,1,2,4,4,3,3,0.12,3,3,1,6,3,1,9,0.7857142857142857,2,3.25,296.05555555555554,2.125,0,train
1123,F,Marié(e),Consulting,Senior Manager,Non,Transformation Digitale,Y,Occasionnel,40,19033,1,80,21,20,8,4,3,5,3,2,3,3,0.14,1,2,1,4,1,9,9,0.38095238095238093,0,3.0,865.1363636363636,10.5,0,train
1124,F,Divorcé(e),Consulting,Senior Manager,Non,Transformation Digitale,Y,Occasionnel,53,18606,3,80,26,7,7,4,3,5,3,2,3,3,0.18,1,6,1,7,2,4,7,0.875,0,3.0,689.1111111111111,6.5,0,train
1125,M,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,29,2201,9,80,6,3,2,4,3,1,4,4,3,3,0.16,0,4,1,23,3,1,2,0.5,0,3.75,314.42857142857144,0.6,0,train
1126,M,Divorcé(e),Consulting,Assistant de Direction,Oui,Transformation Digitale,Y,Frequent,44,2342,1,80,6,5,3,3,3,1,2,3,2,3,0.12,3,2,1,1,2,2,3,0.5,0,2.5,334.57142857142856,3.0,1,train
1127,M,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Frequent,33,9998,6,80,8,5,4,2,3,2,4,1,4,3,0.13,0,2,1,5,1,1,2,0.6666666666666666,0,2.75,1110.888888888889,1.1428571428571428,0,train
1128,F,Marié(e),Consulting,Manager,Non,Transformation Digitale,Y,Occasionnel,44,10248,3,80,24,22,6,1,2,3,4,4,3,3,0.14,1,4,1,7,4,5,17,0.2608695652173913,1,3.0,409.92,6.0,0,train
1129,M,Célibataire,Consulting,Tech Lead,Non,Infra & Cloud,Y,Occasionnel,33,4320,1,80,5,5,3,4,2,2,2,4,3,3,0.13,0,2,1,25,3,0,2,0.5,1,3.25,720.0,2.5,0,train
1130,F,Marié(e),Ressources Humaines,Ressources Humaines,Non,Ressources Humaines,Y,Frequent,27,2863,1,80,1,1,0,1,2,1,2,1,3,3,0.12,0,2,1,22,3,0,0,0.0,1,1.75,1431.5,0.5,1,train
1131,M,Divorcé(e),Commercial,Cadre Commercial,Oui,Transformation Digitale,Y,Occasionnel,29,4187,1,80,10,10,0,1,2,2,2,2,2,3,0.13,1,3,1,5,3,0,9,0.0,1,1.75,380.6363636363636,5.0,0,train
1132,M,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Aucun,18,1051,1,80,0,0,0,2,3,1,4,4,3,3,0.15,0,2,1,5,2,0,0,0.0,0,3.25,1051.0,0.0,0,train
1133,F,Célibataire,Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,43,10231,3,80,23,21,7,4,2,3,4,4,4,3,0.14,0,3,1,4,4,15,17,0.3181818181818182,1,4.0,426.2916666666667,5.75,0,train
1134,M,Divorcé(e),Consulting,Tech Lead,Non,Entrepreunariat,Y,Occasionnel,29,4262,4,80,8,3,2,4,3,2,4,2,4,3,0.12,2,2,1,19,3,1,2,0.5,0,3.5,473.55555555555554,1.6,0,train
1135,F,Marié(e),Consulting,Tech Lead,Non,Transformation Digitale,Y,Occasionnel,32,6725,1,80,8,8,7,3,3,2,1,3,4,3,0.12,1,2,1,3,4,6,3,0.7777777777777778,0,2.75,747.2222222222222,4.0,0,train
1136,M,Divorcé(e),Commercial,Cadre Commercial,Oui,Marketing,Y,Occasionnel,50,10854,4,80,20,3,2,4,2,3,1,2,3,3,0.13,1,3,1,28,3,2,0,0.5,1,2.5,516.8571428571429,4.0,1,train
1137,F,Célibataire,Commercial,Représentant Commercial,Oui,Infra & Cloud,Y,Frequent,31,2302,1,80,3,3,2,4,3,1,2,1,4,3,0.11,0,2,1,1,3,2,2,0.5,0,2.75,575.5,1.5,1,train
1138,F,Divorcé(e),Consulting,Manager,Non,Infra & Cloud,Y,Occasionnel,40,6513,4,80,12,5,3,3,3,2,4,4,3,3,0.17,1,3,1,1,3,0,3,0.5,0,3.5,501.0,2.4,0,train
1139,M,Marié(e),Consulting,Manager,Non,Infra & Cloud,Y,Occasionnel,30,4152,1,80,11,11,10,3,2,2,4,1,3,3,0.19,3,3,1,2,3,10,8,0.8333333333333334,1,2.75,346.0,5.5,0,train
1140,M,Marié(e),Commercial,Cadre Commercial,Oui,Infra & Cloud,Y,Occasionnel,31,6172,4,80,12,7,7,2,1,2,3,2,2,3,0.18,0,3,1,6,4,7,7,0.875,2,2.25,474.7692307692308,2.4,1,train
1141,F,Célibataire,Consulting,Manager,Oui,Transformation Digitale,Y,Occasionnel,35,6142,3,80,10,5,2,1,3,2,3,3,3,3,0.16,0,4,1,10,4,0,4,0.3333333333333333,0,2.5,558.3636363636364,2.5,0,train
1142,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,34,2691,1,80,10,10,9,2,3,1,4,4,2,3,0.12,1,4,1,1,5,8,8,0.8181818181818182,0,3.0,244.63636363636363,5.0,0,train
1143,F,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Y,Aucun,28,6674,0,80,10,9,8,3,1,2,4,1,3,3,0.11,3,6,1,1,3,7,5,0.8,2,2.75,606.7272727272727,10.0,0,train
1144,M,Divorcé(e),Consulting,Consultant,Non,Autre,Y,Aucun,40,3975,3,80,11,8,7,3,3,2,3,3,4,3,0.11,2,2,1,9,4,0,7,0.7777777777777778,0,3.25,331.25,2.75,0,train
1145,M,Célibataire,Commercial,Senior Manager,Non,Infra & Cloud,Y,Occasionnel,46,17567,1,80,27,26,0,4,4,4,1,2,1,3,0.15,0,5,1,1,4,0,12,0.0,-1,2.0,627.3928571428571,13.5,0,train
1146,M,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Occasionnel,26,5296,1,80,8,8,7,3,3,2,3,2,3,3,0.17,1,3,1,1,3,7,7,0.7777777777777778,0,2.75,588.4444444444445,4.0,0,train
1147,M,Divorcé(e),Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,30,7140,2,80,12,7,7,3,2,3,1,1,3,3,0.11,1,2,1,15,2,1,7,0.875,1,2.0,549.2307692307693,4.0,0,train
1148,M,Divorcé(e),Consulting,Consultant,Oui,Autre,Y,Occasionnel,35,3743,1,80,5,4,2,3,2,1,2,4,1,4,0.24,1,2,1,14,4,0,2,0.4,2,2.5,623.8333333333334,2.5,1,train
1149,F,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,32,4200,7,80,10,5,4,1,3,1,1,1,4,4,0.22,0,2,1,9,3,0,4,0.6666666666666666,1,1.75,381.8181818181818,1.25,1,train
1150,M,Marié(e),Consulting,Tech Lead,Non,Autre,Y,Occasionnel,30,9957,0,80,7,6,2,3,3,2,1,3,2,3,0.15,1,1,1,20,3,0,2,0.2857142857142857,0,2.25,1244.625,7.0,0,train
1151,M,Marié(e),Commercial,Cadre Commercial,Non,Entrepreunariat,Y,Occasionnel,34,6799,1,80,10,10,8,2,4,2,3,3,3,4,0.21,2,5,1,8,2,4,8,0.7272727272727273,0,2.75,618.0909090909091,5.0,0,train
1152,F,Célibataire,Commercial,Cadre Commercial,Non,Transformation Digitale,Y,Occasionnel,35,4859,1,80,5,5,4,1,3,2,3,4,3,3,0.16,0,3,1,1,3,0,3,0.6666666666666666,0,2.75,809.8333333333334,2.5,0,train
1153,F,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,40,5677,3,80,15,11,8,2,3,2,2,3,3,3,0.14,1,4,1,2,2,5,10,0.6666666666666666,0,2.5,354.8125,3.75,0,train
1154,F,Célibataire,Commercial,Cadre Commercial,Oui,Transformation Digitale,Y,Occasionnel,34,4599,0,80,16,15,9,1,2,2,2,3,4,4,0.23,0,2,1,24,4,10,10,0.5625,2,2.5,270.52941176470586,16.0,1,train
1155,M,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,38,4771,2,80,10,5,2,2,3,1,4,4,4,3,0.19,2,0,1,9,2,0,3,0.3333333333333333,0,3.5,433.72727272727275,3.3333333333333335,0,train
1156,F,Marié(e),Consulting,Senior Manager,Oui,Transformation Digitale,Y,Occasionnel,30,11916,1,80,9,9,1,2,3,3,1,4,3,4,0.23,2,2,1,17,4,0,8,0.1,1,2.5,1191.6,4.5,0,train
1157,F,Marié(e),Commercial,Cadre Commercial,Oui,Marketing,Y,Occasionnel,46,9071,2,80,15,3,2,3,2,3,4,3,3,3,0.19,1,3,1,10,3,1,2,0.5,1,3.25,566.9375,5.0,0,train
1158,M,Marié(e),Consulting,Directeur Technique,Non,Infra & Cloud,Y,Occasionnel,51,12490,5,80,16,10,9,2,2,3,2,4,1,3,0.16,2,5,1,8,4,4,7,0.8181818181818182,1,2.25,734.7058823529412,2.6666666666666665,0,train
1159,M,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Y,Occasionnel,23,3505,1,80,2,2,2,1,4,1,3,4,3,3,0.18,0,3,1,10,1,0,2,0.6666666666666666,-1,2.75,1168.3333333333333,1.0,0,train
1160,M,Célibataire,Consulting,Directeur Technique,Non,Transformation Digitale,Y,Occasionnel,55,18722,8,80,36,24,15,3,4,5,2,4,3,3,0.11,0,3,1,14,4,2,15,0.6,-1,3.0,506.0,4.0,0,train
1161,M,Divorcé(e),Commercial,Cadre Commercial,Oui,Infra & Cloud,Y,Occasionnel,46,10368,4,80,13,10,6,3,3,3,4,2,2,3,0.12,1,5,1,2,3,0,3,0.5454545454545454,0,2.75,740.5714285714286,2.6,0,train
1162,F,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,30,2632,1,80,5,5,4,1,3,1,3,3,2,3,0.14,0,4,1,18,3,0,4,0.6666666666666666,0,2.25,438.6666666666667,2.5,0,train
1163,M,Marié(e),Consulting,Directeur Technique,Oui,Infra & Cloud,Y,Frequent,58,15787,2,80,23,2,2,1,3,4,3,2,3,3,0.14,0,3,1,15,4,2,2,0.6666666666666666,0,2.25,657.7916666666666,7.666666666666667,0,train
1164,F,Marié(e),Consulting,Senior Manager,Non,Entrepreunariat,Y,Occasionnel,51,13116,2,80,15,2,2,1,3,3,3,4,3,3,0.11,0,2,1,3,3,2,2,0.6666666666666666,0,2.75,819.75,5.0,0,train
1165,M,Marié(e),Consulting,Consultant,Non,Autre,Y,Frequent,42,2093,4,80,8,2,2,2,3,1,3,4,3,3,0.17,1,4,1,5,2,2,0,0.6666666666666666,0,3.0,232.55555555555554,1.6,0,train
1166,M,Divorcé(e),Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,31,7547,4,80,13,7,7,4,3,2,4,4,3,3,0.12,3,3,1,7,3,1,7,0.875,0,3.75,539.0714285714286,2.6,0,train
1167,M,Marié(e),Commercial,Représentant Commercial,Oui,Entrepreunariat,Y,Occasionnel,34,2308,0,80,12,11,10,2,3,1,3,2,3,4,0.25,1,4,1,7,2,5,7,0.8333333333333334,1,2.5,177.53846153846155,12.0,0,train
1168,F,Marié(e),Consulting,Senior Manager,Non,Infra & Cloud,Y,Occasionnel,60,19566,5,80,33,29,8,1,3,5,1,4,1,3,0.11,0,5,1,7,3,11,10,0.26666666666666666,0,1.75,575.4705882352941,5.5,0,train
1169,F,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,37,3629,4,80,8,3,2,1,3,1,3,1,3,3,0.18,0,6,1,11,3,0,2,0.5,0,2.0,403.22222222222223,1.6,0,train
1170,M,Marié(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Y,Occasionnel,35,5561,0,80,6,5,3,2,3,2,1,4,1,3,0.16,1,2,1,18,4,0,4,0.5,0,2.0,794.4285714285714,6.0,0,train
1171,F,Marié(e),Consulting,Tech Lead,Non,Transformation Digitale,Y,Aucun,46,5258,2,80,7,1,0,3,3,2,3,3,4,3,0.14,0,2,1,7,4,0,0,0.0,0,3.25,657.25,2.3333333333333335,0,train
1172,M,Divorcé(e),Commercial,Représentant Commercial,Oui,Infra & Cloud,Y,Occasionnel,23,2275,1,80,3,3,2,3,3,1,4,2,3,4,0.21,1,2,1,7,3,0,2,0.5,1,3.0,568.75,1.5,1,train
1173,F,Divorcé(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Occasionnel,38,6893,3,80,11,7,7,2,3,2,1,4,3,3,0.15,1,3,1,2,2,1,7,0.875,0,2.5,574.4166666666666,2.75,0,train
1174,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Y,Occasionnel,22,2451,1,80,4,4,3,2,1,1,1,1,2,3,0.15,1,3,1,8,1,1,1,0.6,2,1.5,490.2,2.0,0,train
1175,F,Marié(e),Consulting,Assistant de Direction,Oui,Autre,Y,Occasionnel,36,6962,4,80,15,1,0,4,3,2,2,4,3,4,0.22,1,2,1,2,4,0,0,0.0,1,3.25,435.125,3.0,0,train
1176,M,Divorcé(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Frequent,39,4127,2,80,7,2,1,3,3,2,4,4,3,3,0.18,1,6,1,20,3,2,2,0.3333333333333333,0,3.5,515.875,2.3333333333333335,0,train
1177,F,Marié(e),Commercial,Représentant Commercial,Non,Infra & Cloud,Y,Aucun,24,2033,1,80,1,1,0,4,3,1,2,3,3,3,0.13,1,2,1,13,2,0,0,0.0,0,3.0,1016.5,0.5,0,test
1178,F,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,44,2011,1,80,10,10,5,1,4,1,4,4,3,3,0.13,1,5,1,2,1,7,7,0.45454545454545453,-1,3.0,182.8181818181818,5.0,0,test
1179,M,Divorcé(e),Commercial,Senior Manager,Non,Infra & Cloud,Y,Occasionnel,31,11557,9,80,10,5,4,3,2,3,4,3,2,4,0.21,1,3,1,7,3,0,1,0.6666666666666666,2,3.0,1050.6363636363637,1.0,0,test
1180,M,Divorcé(e),Consulting,Senior Manager,Non,Infra & Cloud,Y,Occasionnel,44,19190,1,80,26,25,9,3,4,5,1,4,2,3,0.14,2,4,1,4,2,14,13,0.34615384615384615,-1,2.5,710.7407407407408,13.0,0,test
1181,M,Marié(e),Consulting,Assistant de Direction,Oui,Transformation Digitale,Y,Occasionnel,36,3388,0,80,2,1,0,4,2,1,3,1,2,3,0.17,1,0,1,9,3,0,0,0.0,1,2.5,1129.3333333333333,2.0,1,test
1182,F,Célibataire,Consulting,Tech Lead,Oui,Infra & Cloud,Y,Occasionnel,40,7945,6,80,18,4,2,3,3,3,4,4,2,3,0.15,0,2,1,16,3,3,3,0.4,0,3.25,418.1578947368421,2.5714285714285716,0,test
1183,M,Marié(e),Consulting,Tech Lead,Oui,Transformation Digitale,Y,Occasionnel,52,7969,2,80,28,5,4,4,2,3,3,3,3,3,0.14,0,4,1,3,3,0,4,0.6666666666666666,1,3.25,274.7931034482759,9.333333333333334,0,test
1184,F,Marié(e),Consulting,Senior Manager,Non,Transformation Digitale,Y,Occasionnel,43,19392,7,80,21,16,12,1,2,5,3,4,3,3,0.13,0,2,1,6,3,6,14,0.7058823529411765,1,2.75,881.4545454545455,2.625,0,test
1185,M,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Y,Occasionnel,35,6883,2,80,17,7,7,4,3,2,3,2,3,3,0.16,1,3,1,27,4,0,7,0.875,0,3.0,382.3888888888889,5.666666666666667,0,test
1186,F,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Y,Aucun,18,1514,1,80,0,0,0,2,3,1,3,3,1,3,0.16,0,4,1,14,3,0,0,0.0,0,2.25,1514.0,0.0,0,test
1187,F,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,34,2929,1,80,10,10,9,2,2,1,4,2,3,3,0.12,0,3,1,19,3,8,7,0.8181818181818182,1,2.75,266.27272727272725,5.0,0,test
1188,F,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Occasionnel,54,10686,6,80,13,9,4,3,2,3,3,2,3,3,0.11,1,4,1,2,4,7,0,0.4,1,2.75,763.2857142857143,1.8571428571428572,0,test
1189,F,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Y,Frequent,35,4425,5,80,10,6,2,2,3,2,2,4,3,3,0.11,0,5,1,2,3,1,2,0.2857142857142857,0,2.75,402.27272727272725,1.6666666666666667,0,test
1190,F,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,31,5468,1,80,13,12,7,1,2,2,4,1,3,3,0.14,2,3,1,29,4,5,7,0.5384615384615384,1,2.25,390.57142857142856,6.5,0,test
1191,F,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Y,Frequent,51,2838,0,80,8,7,0,2,2,1,3,2,2,3,0.14,0,6,1,6,2,7,7,0.0,1,2.25,315.3333333333333,8.0,0,test
1192,F,Célibataire,Consulting,Assistant de Direction,Oui,Infra & Cloud,Y,Occasionnel,27,2478,1,80,4,4,3,3,3,1,2,2,2,3,0.12,0,2,1,5,3,1,2,0.6,0,2.25,495.6,2.0,0,test
1193,M,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,41,8392,1,80,10,10,7,2,4,3,1,3,3,3,0.16,1,2,1,1,3,0,7,0.6363636363636364,-1,2.25,762.9090909090909,5.0,0,test
1194,M,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Aucun,38,5249,3,80,13,8,7,4,2,2,4,4,3,3,0.18,1,0,1,2,2,7,5,0.7777777777777778,1,3.75,374.92857142857144,3.25,0,test
1195,F,Célibataire,Consulting,Tech Lead,Oui,Transformation Digitale,Y,Occasionnel,30,6877,5,80,12,0,0,3,2,2,4,2,2,4,0.24,0,4,1,2,3,0,0,0.0,2,2.75,529.0,2.0,0,test
1196,F,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,35,2977,1,80,4,4,3,3,1,1,4,4,3,3,0.12,1,5,1,1,4,1,1,0.6,2,3.5,595.4,2.0,0,test
1197,F,Divorcé(e),Commercial,Représentant Commercial,Oui,Transformation Digitale,Y,Occasionnel,29,2800,6,80,5,3,2,2,2,1,3,3,3,3,0.19,3,3,1,1,3,0,2,0.5,1,2.75,466.6666666666667,0.7142857142857143,1,test
